anno,numero,premio,tipo,centena,numero_int,numero_str
2013,78833,1000,normal,833,78833,78833
2013,78977,1000,normal,977,78977,78977
2013,79043,1000,normal,043,79043,79043
2013,79181,1000,normal,181,79181,79181
2013,79195,1000,normal,195,79195,79195
2013,79279,1000,normal,279,79279,79279
2013,79339,1000,normal,339,79339,79339
2013,79348,1000,normal,348,79348,79348
2013,79353,1000,normal,353,79353,79353
2013,79374,1000,normal,374,79374,79374
2013,79451,1000,normal,451,79451,79451
2013,79505,1000,normal,505,79505,79505
2013,79536,1000,normal,536,79536,79536
2013,79549,1000,normal,549,79549,79549
2013,79569,1000,normal,569,79569,79569
2013,79599,1000,normal,599,79599,79599
2013,79627,1000,normal,627,79627,79627
2013,79696,1000,normal,696,79696,79696
2013,79716,1000,normal,716,79716,79716
2013,79712,1250000,especial,712,79712,79712
2013,79780,1000,normal,780,79780,79780
2013,79800,200000,especial,800,79800,79800
2013,79886,1000,normal,886,79886,79886
2013,79936,1000,normal,936,79936,79936
2013,79950,1000,normal,950,79950,79950
2013,79974,1000,normal,974,79974,79974
2013,80025,1000,normal,025,80025,80025
2013,80076,1000,normal,076,80076,80076
2013,80089,1000,normal,089,80089,80089
2013,80119,1000,normal,119,80119,80119
2013,80143,1000,normal,143,80143,80143
2013,80197,1000,normal,197,80197,80197
2013,80203,1000,normal,203,80203,80203
2013,80266,1000,normal,266,80266,80266
2013,80302,1000,normal,302,80302,80302
2013,80303,1000,normal,303,80303,80303
2013,80483,1000,normal,483,80483,80483
2013,80541,1000,normal,541,80541,80541
2013,80579,1000,normal,579,80579,80579
2013,80650,1000,normal,650,80650,80650
2013,80783,1000,normal,783,80783,80783
2013,80851,1000,normal,851,80851,80851
2013,80871,1000,normal,871,80871,80871
2013,80928,1000,normal,928,80928,80928
2013,81009,1000,normal,009,81009,81009
2013,81033,1000,normal,033,81033,81033
2013,81127,1000,normal,127,81127,81127
2013,81228,1000,normal,228,81228,81228
2013,81231,1000,normal,231,81231,81231
2013,81295,1000,normal,295,81295,81295
2013,81300,1000,normal,300,81300,81300
2013,81577,1000,normal,577,81577,81577
2013,81579,1000,normal,579,81579,81579
2013,81595,1000,normal,595,81595,81595
2013,81633,1000,normal,633,81633,81633
2013,81661,1000,normal,661,81661,81661
2013,81746,1000,normal,746,81746,81746
2013,81853,1000,normal,853,81853,81853
2013,81854,60000,especial,854,81854,81854
2013,81156,60000,especial,156,81156,81156
2013,82010,1000,normal,010,82010,82010
2013,82044,1000,normal,044,82044,82044
2013,82077,1000,normal,077,82077,82077
2013,82104,1000,normal,104,82104,82104
2013,82122,1000,normal,122,82122,82122
2013,82154,1000,normal,154,82154,82154
2013,82208,1000,normal,208,82208,82208
2013,82335,1000,normal,335,82335,82335
2013,82433,1000,normal,433,82433,82433
2013,82463,1000,normal,463,82463,82463
2013,82472,1000,normal,472,82472,82472
2013,82489,1000,normal,489,82489,82489
2013,82563,1000,normal,563,82563,82563
2013,82609,1000,normal,609,82609,82609
2013,82677,1000,normal,677,82677,82677
2013,82755,1000,normal,755,82755,82755
2013,82759,1000,normal,759,82759,82759
2013,82763,1000,normal,763,82763,82763
2013,82982,1000,normal,982,82982,82982
2013,83008,1000,normal,008,83008,83008
2013,83082,1000,normal,082,83082,83082
2013,83118,1000,normal,118,83118,83118
2013,83138,1000,normal,138,83138,83138
2013,83144,1000,normal,144,83144,83144
2013,83149,1000,normal,149,83149,83149
2013,83196,1000,normal,196,83196,83196
2013,83222,1000,normal,222,83222,83222
2013,83310,1000,normal,310,83310,83310
2013,83372,1000,normal,372,83372,83372
2013,83373,1000,normal,373,83373,83373
2013,83409,1000,normal,409,83409,83409
2013,83423,1000,normal,423,83423,83423
2013,83456,1000,normal,456,83456,83456
2013,83587,1000,normal,587,83587,83587
2013,83669,1000,normal,669,83669,83669
2013,83776,1000,normal,776,83776,83776
2013,83789,1000,normal,789,83789,83789
2013,83844,1000,normal,844,83844,83844
2013,83904,1000,normal,904,83904,83904
2013,83947,1000,normal,947,83947,83947
2013,84002,1000,normal,002,84002,84002
2013,84004,1000,normal,004,84004,84004
2013,84044,1000,normal,044,84044,84044
2013,84062,1000,normal,062,84062,84062
2013,84105,1000,normal,105,84105,84105
2013,84117,1000,normal,117,84117,84117
2013,84154,1000,normal,154,84154,84154
2013,84186,1000,normal,186,84186,84186
2013,84193,1000,normal,193,84193,84193
2013,84202,1000,normal,202,84202,84202
2013,84312,1000,normal,312,84312,84312
2013,84531,1000,normal,531,84531,84531
2013,84617,1000,normal,617,84617,84617
2013,84620,1000,normal,620,84620,84620
2013,84666,1000,normal,666,84666,84666
2013,84743,1000,normal,743,84743,84743
2013,84897,1000,normal,897,84897,84897
2013,84933,1000,normal,933,84933,84933
2013,84968,1000,normal,968,84968,84968
2013,84982,1000,normal,982,84982,84982
2013,85126,1000,normal,126,85126,85126
2013,85138,1000,normal,138,85138,85138
2013,85231,1000,normal,231,85231,85231
2013,85392,1000,normal,392,85392,85392
2013,85410,1000,normal,410,85410,85410
2013,85438,1000,normal,438,85438,85438
2013,85530,1000,normal,530,85530,85530
2013,85690,1000,normal,690,85690,85690
2013,85713,1000,normal,713,85713,85713
2013,85726,1000,normal,726,85726,85726
2013,85821,1000,normal,821,85821,85821
2013,85875,1000,normal,875,85875,85875
2013,85939,1000,normal,939,85939,85939
2013,86035,1000,normal,035,86035,86035
2013,86089,1000,normal,089,86089,86089
2013,86116,1000,normal,116,86116,86116
2013,86117,1000,normal,117,86117,86117
2013,86163,1000,normal,163,86163,86163
2013,86351,1000,normal,351,86351,86351
2013,86382,1000,normal,382,86382,86382
2013,86396,1000,normal,396,86396,86396
2013,86445,1000,normal,445,86445,86445
2013,86454,1000,normal,454,86454,86454
2013,86520,1000,normal,520,86520,86520
2013,86536,1000,normal,536,86536,86536
2013,86553,1000,normal,553,86553,86553
2013,86592,1000,normal,592,86592,86592
2013,86852,1000,normal,852,86852,86852
2013,86948,1000,normal,948,86948,86948
2013,87187,1000,normal,187,87187,87187
2013,87243,1000,normal,243,87243,87243
2013,87248,1000,normal,248,87248,87248
2013,87314,1000,normal,314,87314,87314
2013,87320,1000,normal,320,87320,87320
2013,87354,1000,normal,354,87354,87354
2013,87359,1000,normal,359,87359,87359
2013,87422,1000,normal,422,87422,87422
2013,87549,1000,normal,549,87549,87549
2013,87627,1000,normal,627,87627,87627
2013,87725,1000,normal,725,87725,87725
2013,87761,1000,normal,761,87761,87761
2013,87762,1000,normal,762,87762,87762
2013,87816,1000,normal,816,87816,87816
2013,87977,1000,normal,977,87977,87977
2013,88223,1000,normal,223,88223,88223
2013,88247,1000,normal,247,88247,88247
2013,88263,1000,normal,263,88263,88263
2013,88331,1000,normal,331,88331,88331
2013,88417,1000,normal,417,88417,88417
2013,88524,1000,normal,524,88524,88524
2013,88565,1000,normal,565,88565,88565
2013,88734,1000,normal,734,88734,88734
2013,88778,1000,normal,778,88778,88778
2013,88809,1000,normal,809,88809,88809
2013,88855,1000,normal,855,88855,88855
2013,88906,1000,normal,906,88906,88906
2013,88946,1000,normal,946,88946,88946
2013,88985,1000,normal,985,88985,88985
2013,89039,1000,normal,039,89039,89039
2013,89320,1000,normal,320,89320,89320
2013,89469,1000,normal,469,89469,89469
2013,89500,1000,normal,500,89500,89500
2013,89581,1000,normal,581,89581,89581
2013,89634,1000,normal,634,89634,89634
2013,89645,1000,normal,645,89645,89645
2013,89668,1000,normal,668,89668,89668
2013,89705,1000,normal,705,89705,89705
2013,89801,1000,normal,801,89801,89801
2013,89856,1000,normal,856,89856,89856
2013,89912,1000,normal,912,89912,89912
2013,90046,1000,normal,046,90046,90046
2013,90069,1000,normal,069,90069,90069
2013,90128,1000,normal,128,90128,90128
2013,90132,1000,normal,132,90132,90132
2013,90155,1000,normal,155,90155,90155
2013,90158,1000,normal,158,90158,90158
2013,90191,1000,normal,191,90191,90191
2013,90234,1000,normal,234,90234,90234
2013,90301,1000,normal,301,90301,90301
2013,90318,1000,normal,318,90318,90318
2013,90409,1000,normal,409,90409,90409
2013,90522,1000,normal,522,90522,90522
2013,90558,1000,normal,558,90558,90558
2013,90635,1000,normal,635,90635,90635
2013,90712,1000,normal,712,90712,90712
2013,90713,1000,normal,713,90713,90713
2013,90727,1000,normal,727,90727,90727
2013,90782,1000,normal,782,90782,90782
2013,90820,1000,normal,820,90820,90820
2013,90831,1000,normal,831,90831,90831
2013,90911,1000,normal,911,90911,90911
2013,90934,1000,normal,934,90934,90934
2013,90958,1000,normal,958,90958,90958
2013,90965,1000,normal,965,90965,90965
2013,91008,1000,normal,008,91008,91008
2013,91009,1000,normal,009,91009,91009
2013,91012,1000,normal,012,91012,91012
2013,91130,1000,normal,130,91130,91130
2013,91151,1000,normal,151,91151,91151
2013,91230,1000,normal,230,91230,91230
2013,91246,1000,normal,246,91246,91246
2013,91250,1000,normal,250,91250,91250
2013,91265,1000,normal,265,91265,91265
2013,91309,1000,normal,309,91309,91309
2013,91322,1000,normal,322,91322,91322
2013,91361,1000,normal,361,91361,91361
2013,91653,1000,normal,653,91653,91653
2013,91875,1000,normal,875,91875,91875
2013,91898,1000,normal,898,91898,91898
2013,91945,1000,normal,945,91945,91945
2013,91998,1000,normal,998,91998,91998
2013,92014,1000,normal,014,92014,92014
2013,92077,1000,normal,077,92077,92077
2013,92173,1000,normal,173,92173,92173
2013,92417,1000,normal,417,92417,92417
2013,92485,1000,normal,485,92485,92485
2013,92509,1000,normal,509,92509,92509
2013,92513,1000,normal,513,92513,92513
2013,92632,1000,normal,632,92632,92632
2013,92708,1000,normal,708,92708,92708
2013,92718,1000,normal,718,92718,92718
2013,92810,1000,normal,810,92810,92810
2013,92895,1000,normal,895,92895,92895
2013,92899,1000,normal,899,92899,92899
2013,92910,1000,normal,910,92910,92910
2013,93027,1000,normal,027,93027,93027
2013,93072,1000,normal,072,93072,93072
2013,93081,1000,normal,081,93081,93081
2013,93159,1000,normal,159,93159,93159
2013,93194,1000,normal,194,93194,93194
2013,93290,1000,normal,290,93290,93290
2013,93299,1000,normal,299,93299,93299
2013,93309,1000,normal,309,93309,93309
2013,93401,1000,normal,401,93401,93401
2013,93536,1000,normal,536,93536,93536
2013,93628,1000,normal,628,93628,93628
2013,93748,1000,normal,748,93748,93748
2013,93789,1000,normal,789,93789,93789
2013,93793,1000,normal,793,93793,93793
2013,93909,1000,normal,909,93909,93909
2013,93927,1000,normal,927,93927,93927
2013,93938,1000,normal,938,93938,93938
2013,93944,1000,normal,944,93944,93944
2013,93951,1000,normal,951,93951,93951
2013,94026,1000,normal,026,94026,94026
2013,94052,1000,normal,052,94052,94052
2013,94090,1000,normal,090,94090,94090
2013,94145,1000,normal,145,94145,94145
2013,94161,1000,normal,161,94161,94161
2013,94206,1000,normal,206,94206,94206
2013,94240,1000,normal,240,94240,94240
2013,94275,1000,normal,275,94275,94275
2013,94333,1000,normal,333,94333,94333
2013,94393,1000,normal,393,94393,94393
2013,94444,1000,normal,444,94444,94444
2013,94538,1000,normal,538,94538,94538
2013,94640,1000,normal,640,94640,94640
2013,94645,1000,normal,645,94645,94645
2013,94653,1000,normal,653,94653,94653
2013,94683,1000,normal,683,94683,94683
2013,94734,1000,normal,734,94734,94734
2013,94804,1000,normal,804,94804,94804
2013,94822,1000,normal,822,94822,94822
2013,94901,1000,normal,901,94901,94901
2013,94982,1000,normal,982,94982,94982
2013,95068,1000,normal,068,95068,95068
2013,95169,1000,normal,169,95169,95169
2013,95370,1000,normal,370,95370,95370
2013,95372,1000,normal,372,95372,95372
2013,95391,1000,normal,391,95391,95391
2013,95452,1000,normal,452,95452,95452
2013,95460,1000,normal,460,95460,95460
2013,95467,1000,normal,467,95467,95467
2013,95484,1000,normal,484,95484,95484
2013,95530,1000,normal,530,95530,95530
2013,95553,1000,normal,553,95553,95553
2013,95604,1000,normal,604,95604,95604
2013,95616,1000,normal,616,95616,95616
2013,95739,1000,normal,739,95739,95739
2013,95751,1000,normal,751,95751,95751
2013,95828,1000,normal,828,95828,95828
2013,95873,1000,normal,873,95873,95873
2013,95918,1000,normal,918,95918,95918
2013,96071,1000,normal,071,96071,96071
2013,96109,1000,normal,109,96109,96109
2013,96128,1000,normal,128,96128,96128
2013,96179,1000,normal,179,96179,96179
2013,96191,1000,normal,191,96191,96191
2013,96198,1000,normal,198,96198,96198
2013,96246,1000,normal,246,96246,96246
2013,96343,1000,normal,343,96343,96343
2013,96368,1000,normal,368,96368,96368
2013,96517,1000,normal,517,96517,96517
2013,96567,1000,normal,567,96567,96567
2013,96585,1000,normal,585,96585,96585
2013,96615,1000,normal,615,96615,96615
2013,96640,1000,normal,640,96640,96640
2013,96655,1000,normal,655,96655,96655
2013,96702,1000,normal,702,96702,96702
2013,96812,1000,normal,812,96812,96812
2013,96825,1000,normal,825,96825,96825
2013,96846,1000,normal,846,96846,96846
2013,96921,1000,normal,921,96921,96921
2013,96926,1000,normal,926,96926,96926
2013,96941,1000,normal,941,96941,96941
2013,96971,1000,normal,971,96971,96971
2013,97033,1000,normal,033,97033,97033
2013,97076,1000,normal,076,97076,97076
2013,97231,1000,normal,231,97231,97231
2013,97238,1000,normal,238,97238,97238
2013,97396,1000,normal,396,97396,97396
2013,97542,1000,normal,542,97542,97542
2013,97596,1000,normal,596,97596,97596
2013,97612,1000,normal,612,97612,97612
2013,97785,1000,normal,785,97785,97785
2013,97802,1000,normal,802,97802,97802
2013,97868,1000,normal,868,97868,97868
2013,97943,1000,normal,943,97943,97943
2013,98000,1000,normal,000,98000,98000
2013,98019,1000,normal,019,98019,98019
2013,98056,1000,normal,056,98056,98056
2013,98094,1000,normal,094,98094,98094
2013,98268,1000,normal,268,98268,98268
2013,98306,1000,normal,306,98306,98306
2013,98356,1000,normal,356,98356,98356
2013,98357,1000,normal,357,98357,98357
2013,98372,1000,normal,372,98372,98372
2013,98493,1000,normal,493,98493,98493
2013,98536,1000,normal,536,98536,98536
2013,98561,1000,normal,561,98561,98561
2013,98635,1000,normal,635,98635,98635
2013,98647,1000,normal,647,98647,98647
2013,98712,1000,normal,712,98712,98712
2013,98757,1000,normal,757,98757,98757
2013,98808,1000,normal,808,98808,98808
2013,98922,1000,normal,922,98922,98922
2013,98932,1000,normal,932,98932,98932
2013,99123,1000,normal,123,99123,99123
2013,99224,1000,normal,224,99224,99224
2013,99285,1000,normal,285,99285,99285
2013,99460,1000,normal,460,99460,99460
2013,99461,1000,normal,461,99461,99461
2013,99514,1000,normal,514,99514,99514
2013,99536,1000,normal,536,99536,99536
2013,99592,1000,normal,592,99592,99592
2013,99645,1000,normal,645,99645,99645
2013,99653,1000,normal,653,99653,99653
2013,99829,1000,normal,829,99829,99829
2013,99853,1000,normal,853,99853,99853
2013,99869,1000,normal,869,99869,99869
2013,99975,1000,normal,975,99975,99975
2013,99996,1000,normal,996,99996,99996
2014,00000,1000,normal,000,0,00000
2014,00146,1000,normal,146,146,00146
2014,00395,1000,normal,395,395,00395
2014,00433,1000,normal,433,433,00433
2014,00445,1000,normal,445,445,00445
2014,00486,1000,normal,486,486,00486
2014,00570,1000,normal,570,570,00570
2014,00571,1000,normal,571,571,00571
2014,00647,1000,normal,647,647,00647
2014,00702,1000,normal,702,702,00702
2014,00741,1000,normal,741,741,00741
2014,00886,1000,normal,886,886,00886
2014,00893,1000,normal,893,893,00893
2014,00986,1000,normal,986,986,00986
2014,00997,1000,normal,997,997,00997
2014,01028,1000,normal,028,1028,01028
2014,01041,1000,normal,041,1041,01041
2014,01047,1000,normal,047,1047,01047
2014,01062,1000,normal,062,1062,01062
2014,01197,1000,normal,197,1197,01197
2014,01222,1000,normal,222,1222,01222
2014,01281,1000,normal,281,1281,01281
2014,01506,1000,normal,506,1506,01506
2014,01559,1000,normal,559,1559,01559
2014,01593,1000,normal,593,1593,01593
2014,01595,1000,normal,595,1595,01595
2014,01683,1000,normal,683,1683,01683
2014,01765,1000,normal,765,1765,01765
2014,01768,1000,normal,768,1768,01768
2014,01790,1000,normal,790,1790,01790
2014,01793,1000,normal,793,1793,01793
2014,01883,1000,normal,883,1883,01883
2014,02020,1000,normal,020,2020,02020
2014,02041,1000,normal,041,2041,02041
2014,02049,1000,normal,049,2049,02049
2014,02129,1000,normal,129,2129,02129
2014,02171,1000,normal,171,2171,02171
2014,02191,1000,normal,191,2191,02191
2014,02309,1000,normal,309,2309,02309
2014,02323,1000,normal,323,2323,02323
2014,02400,1000,normal,400,2400,02400
2014,02405,1000,normal,405,2405,02405
2014,02451,1000,normal,451,2451,02451
2014,02478,1000,normal,478,2478,02478
2014,02504,1000,normal,504,2504,02504
2014,02636,1000,normal,636,2636,02636
2014,02642,1000,normal,642,2642,02642
2014,02668,1000,normal,668,2668,02668
2014,02757,1000,normal,757,2757,02757
2014,02769,1000,normal,769,2769,02769
2014,02894,1000,normal,894,2894,02894
2014,02991,1000,normal,991,2991,02991
2014,03131,1000,normal,131,3131,03131
2014,03165,1000,normal,165,3165,03165
2014,03314,1000,normal,314,3314,03314
2014,03340,1000,normal,340,3340,03340
2014,03357,1000,normal,357,3357,03357
2014,03402,1000,normal,402,3402,03402
2014,03514,1000,normal,514,3514,03514
2014,03611,1000,normal,611,3611,03611
2014,03617,1000,normal,617,3617,03617
2014,03629,1000,normal,629,3629,03629
2014,03653,1000,normal,653,3653,03653
2014,03663,1000,normal,663,3663,03663
2014,03743,1000,normal,743,3743,03743
2014,03876,1000,normal,876,3876,03876
2014,03879,1000,normal,879,3879,03879
2014,04016,1000,normal,016,4016,04016
2014,04021,1000,normal,021,4021,04021
2014,04042,1000,normal,042,4042,04042
2014,04045,1000,normal,045,4045,04045
2014,04128,1000,normal,128,4128,04128
2014,04140,1000,normal,140,4140,04140
2014,04168,1000,normal,168,4168,04168
2014,04172,1000,normal,172,4172,04172
2014,04212,1000,normal,212,4212,04212
2014,04236,1000,normal,236,4236,04236
2014,04265,1000,normal,265,4265,04265
2014,04290,1000,normal,290,4290,04290
2014,04376,1000,normal,376,4376,04376
2014,04499,1000,normal,499,4499,04499
2014,04558,1000,normal,558,4558,04558
2014,04584,1000,normal,584,4584,04584
2014,04599,1000,normal,599,4599,04599
2014,04674,1000,normal,674,4674,04674
2014,04821,1000,normal,821,4821,04821
2014,04994,1000,normal,994,4994,04994
2014,04998,1000,normal,998,4998,04998
2014,05066,1000,normal,066,5066,05066
2014,05095,1000,normal,095,5095,05095
2014,05150,1000,normal,150,5150,05150
2014,05247,1000,normal,247,5247,05247
2014,05248,1000,normal,248,5248,05248
2014,05249,1000,normal,249,5249,05249
2014,05323,1000,normal,323,5323,05323
2014,05408,1000,normal,408,5408,05408
2014,05458,1000,normal,458,5458,05458
2014,05547,1000,normal,547,5547,05547
2014,05651,1000,normal,651,5651,05651
2014,05773,1000,normal,773,5773,05773
2014,05852,1000,normal,852,5852,05852
2014,05860,1000,normal,860,5860,05860
2014,05898,1000,normal,898,5898,05898
2014,05983,1000,normal,983,5983,05983
2014,06025,1000,normal,025,6025,06025
2014,06061,1000,normal,061,6061,06061
2014,06073,1000,normal,073,6073,06073
2014,06189,1000,normal,189,6189,06189
2014,06329,1000,normal,329,6329,06329
2014,06359,1000,normal,359,6359,06359
2014,06402,1000,normal,402,6402,06402
2014,06450,1000,normal,450,6450,06450
2014,06516,1000,normal,516,6516,06516
2014,06652,1000,normal,652,6652,06652
2014,06705,1000,normal,705,6705,06705
2014,06744,1000,normal,744,6744,06744
2014,06775,1000,normal,775,6775,06775
2014,06799,1000,normal,799,6799,06799
2014,06916,1000,normal,916,6916,06916
2014,06934,1000,normal,934,6934,06934
2014,06983,1000,normal,983,6983,06983
2014,07033,1000,normal,033,7033,07033
2014,07053,1000,normal,053,7053,07053
2014,07091,1000,normal,091,7091,07091
2014,07101,1000,normal,101,7101,07101
2014,07147,1000,normal,147,7147,07147
2014,07233,1000,normal,233,7233,07233
2014,07258,1000,normal,258,7258,07258
2014,07398,1000,normal,398,7398,07398
2014,07572,1000,normal,572,7572,07572
2014,07587,1000,normal,587,7587,07587
2014,07617,200000,especial,617,7617,07617
2014,07655,1000,normal,655,7655,07655
2014,07669,1000,normal,669,7669,07669
2014,07637,500000,especial,637,7637,07637
2014,07732,1000,normal,732,7732,07732
2014,07810,1000,normal,810,7810,07810
2014,08115,1000,normal,115,8115,08115
2014,08171,1000,normal,171,8171,08171
2014,08224,1000,normal,224,8224,08224
2014,08273,1000,normal,273,8273,08273
2014,08277,1000,normal,277,8277,08277
2014,08332,1000,normal,332,8332,08332
2014,08341,1000,normal,341,8341,08341
2014,08491,1000,normal,491,8491,08491
2014,08516,1000,normal,516,8516,08516
2014,08558,1000,normal,558,8558,08558
2014,08707,1000,normal,707,8707,08707
2014,08780,1000,normal,780,8780,08780
2014,08799,1000,normal,799,8799,08799
2014,08820,1000,normal,820,8820,08820
2014,08990,1000,normal,990,8990,08990
2014,08998,1000,normal,998,8998,08998
2014,09007,1000,normal,007,9007,09007
2014,09098,1000,normal,098,9098,09098
2014,09124,1000,normal,124,9124,09124
2014,09158,1000,normal,158,9158,09158
2014,09234,1000,normal,234,9234,09234
2014,09257,1000,normal,257,9257,09257
2014,09268,1000,normal,268,9268,09268
2014,09274,1000,normal,274,9274,09274
2014,09304,1000,normal,304,9304,09304
2014,09422,1000,normal,422,9422,09422
2014,09522,1000,normal,522,9522,09522
2014,09524,1000,normal,524,9524,09524
2014,09636,1000,normal,636,9636,09636
2014,09638,1000,normal,638,9638,09638
2014,09741,1000,normal,741,9741,09741
2014,09863,1000,normal,863,9863,09863
2014,09878,1000,normal,878,9878,09878
2014,09985,1000,normal,985,9985,09985
2014,10091,1000,normal,091,10091,10091
2014,10105,1000,normal,105,10105,10105
2014,10148,1000,normal,148,10148,10148
2014,10164,1000,normal,164,10164,10164
2014,10181,1000,normal,181,10181,10181
2014,10251,1000,normal,251,10251,10251
2014,10262,1000,normal,262,10262,10262
2014,10275,1000,normal,275,10275,10275
2014,10312,1000,normal,312,10312,10312
2014,10372,1000,normal,372,10372,10372
2014,10443,1000,normal,443,10443,10443
2014,10619,1000,normal,619,10619,10619
2014,10761,1000,normal,761,10761,10761
2014,10855,1000,normal,855,10855,10855
2014,10904,1000,normal,904,10904,10904
2014,10933,1000,normal,933,10933,10933
2014,11039,1000,normal,039,11039,11039
2014,11064,1000,normal,064,11064,11064
2014,11154,1000,normal,154,11154,11154
2014,11199,1000,normal,199,11199,11199
2014,11205,1000,normal,205,11205,11205
2014,11216,1000,normal,216,11216,11216
2014,11312,1000,normal,312,11312,11312
2014,11350,1000,normal,350,11350,11350
2014,11423,1000,normal,423,11423,11423
2014,11506,1000,normal,506,11506,11506
2014,11511,1000,normal,511,11511,11511
2014,11553,1000,normal,553,11553,11553
2014,11568,1000,normal,568,11568,11568
2014,11686,1000,normal,686,11686,11686
2014,11761,1000,normal,761,11761,11761
2014,11771,1000,normal,771,11771,11771
2014,11853,1000,normal,853,11853,11853
2014,11891,1000,normal,891,11891,11891
2014,12078,1000,normal,078,12078,12078
2014,12094,1000,normal,094,12094,12094
2014,12102,1000,normal,102,12102,12102
2014,12174,1000,normal,174,12174,12174
2014,12265,1000,normal,265,12265,12265
2014,12268,1000,normal,268,12268,12268
2014,12274,1000,normal,274,12274,12274
2014,12358,1000,normal,358,12358,12358
2014,12403,1000,normal,403,12403,12403
2014,12480,1000,normal,480,12480,12480
2014,12549,1000,normal,549,12549,12549
2014,12600,1000,normal,600,12600,12600
2014,12614,1000,normal,614,12614,12614
2014,12622,1000,normal,622,12622,12622
2014,12672,1000,normal,672,12672,12672
2014,12676,1000,normal,676,12676,12676
2014,12807,1000,normal,807,12807,12807
2014,12821,1000,normal,821,12821,12821
2014,12844,1000,normal,844,12844,12844
2014,12850,1000,normal,850,12850,12850
2014,12853,1000,normal,853,12853,12853
2014,12878,1000,normal,878,12878,12878
2014,12904,1000,normal,904,12904,12904
2014,12924,1000,normal,924,12924,12924
2014,12983,1000,normal,983,12983,12983
2014,13027,1000,normal,027,13027,13027
2014,13041,1000,normal,041,13041,13041
2014,13186,1000,normal,186,13186,13186
2014,13222,1000,normal,222,13222,13222
2014,13235,1000,normal,235,13235,13235
2014,13324,1000,normal,324,13324,13324
2014,13358,1000,normal,358,13358,13358
2014,13405,1000,normal,405,13405,13405
2014,13494,1000,normal,494,13494,13494
2014,13524,1000,normal,524,13524,13524
2014,13544,1000,normal,544,13544,13544
2014,13554,1000,normal,554,13554,13554
2014,13577,1000,normal,577,13577,13577
2014,13660,1000,normal,660,13660,13660
2014,13695,1000,normal,695,13695,13695
2014,13773,1000,normal,773,13773,13773
2014,14049,1000,normal,049,14049,14049
2014,14093,1000,normal,093,14093,14093
2014,14126,1000,normal,126,14126,14126
2014,14190,1000,normal,190,14190,14190
2014,14282,1000,normal,282,14282,14282
2014,13437,4000000,especial,437,13437,13437
2014,14341,1000,normal,341,14341,14341
2014,14396,1000,normal,396,14396,14396
2014,14499,1000,normal,499,14499,14499
2014,14538,1000,normal,538,14538,14538
2014,14601,1000,normal,601,14601,14601
2014,14612,1000,normal,612,14612,14612
2014,14649,1000,normal,649,14649,14649
2014,14682,1000,normal,682,14682,14682
2014,14692,1000,normal,692,14692,14692
2014,14728,1000,normal,728,14728,14728
2014,14885,1000,normal,885,14885,14885
2014,15035,1000,normal,035,15035,15035
2014,15038,1000,normal,038,15038,15038
2014,15077,1000,normal,077,15077,15077
2014,15081,1000,normal,081,15081,15081
2014,15125,1000,normal,125,15125,15125
2014,15150,1000,normal,150,15150,15150
2014,15219,1000,normal,219,15219,15219
2014,15266,1000,normal,266,15266,15266
2014,15287,1000,normal,287,15287,15287
2014,15313,1000,normal,313,15313,15313
2014,15394,1000,normal,394,15394,15394
2014,15670,1000,normal,670,15670,15670
2014,15690,1000,normal,690,15690,15690
2014,15691,1000,normal,691,15691,15691
2014,15742,1000,normal,742,15742,15742
2014,15890,1000,normal,890,15890,15890
2014,15922,1000,normal,922,15922,15922
2014,15927,1000,normal,927,15927,15927
2014,15939,1000,normal,939,15939,15939
2014,16037,1000,normal,037,16037,16037
2014,16051,1000,normal,051,16051,16051
2014,16164,1000,normal,164,16164,16164
2014,16200,1000,normal,200,16200,16200
2014,16208,1000,normal,208,16208,16208
2014,16286,1000,normal,286,16286,16286
2014,16370,1000,normal,370,16370,16370
2014,16375,1000,normal,375,16375,16375
2014,16458,1000,normal,458,16458,16458
2014,16491,1000,normal,491,16491,16491
2014,16520,1000,normal,520,16520,16520
2014,16525,1000,normal,525,16525,16525
2014,16570,1000,normal,570,16570,16570
2014,16606,1000,normal,606,16606,16606
2014,16648,1000,normal,648,16648,16648
2014,16744,1000,normal,744,16744,16744
2014,16745,1000,normal,745,16745,16745
2014,16841,1000,normal,841,16841,16841
2014,16988,1000,normal,988,16988,16988
2014,17132,1000,normal,132,17132,17132
2014,17175,1000,normal,175,17175,17175
2014,17184,1000,normal,184,17184,17184
2014,17190,1000,normal,190,17190,17190
2014,17377,1000,normal,377,17377,17377
2014,17384,1000,normal,384,17384,17384
2014,17432,1000,normal,432,17432,17432
2014,17447,1000,normal,447,17447,17447
2014,17470,1000,normal,470,17470,17470
2014,17579,1000,normal,579,17579,17579
2014,17671,1000,normal,671,17671,17671
2014,17693,1000,normal,693,17693,17693
2014,17798,1000,normal,798,17798,17798
2014,17877,1000,normal,877,17877,17877
2014,17890,1000,normal,890,17890,17890
2014,17939,1000,normal,939,17939,17939
2014,17951,1000,normal,951,17951,17951
2014,17972,1000,normal,972,17972,17972
2014,18006,1000,normal,006,18006,18006
2014,18101,1000,normal,101,18101,18101
2014,18115,1000,normal,115,18115,18115
2014,18121,1000,normal,121,18121,18121
2014,18125,1000,normal,125,18125,18125
2014,18184,1000,normal,184,18184,18184
2014,18313,1000,normal,313,18313,18313
2014,18394,1000,normal,394,18394,18394
