anno,numero,premio,tipo
2013,22721,1000,normal
2013,22722,1000,normal
2013,22795,1000,normal
2013,22995,1000,normal
2013,23059,1000,normal
2013,23064,1000,normal
2013,23101,1000,normal
2013,23215,1000,normal
2013,23321,1000,normal
2013,23589,1000,normal
2013,23738,1000,normal
2013,23746,1000,normal
2013,23779,1000,normal
2013,23791,1000,normal
2013,23824,1000,normal
2013,23832,1000,normal
2013,23854,1000,normal
2013,23940,1000,normal
2013,23958,1000,normal
2013,24003,1000,normal
2013,24070,1000,normal
2013,24130,1000,normal
2013,24149,1000,normal
2013,24151,1000,normal
2013,24166,1000,normal
2013,24212,1000,normal
2013,24255,1000,normal
2013,24260,1000,normal
2013,24376,1000,normal
2013,24404,1000,normal
2013,24412,1000,normal
2013,24418,1000,normal
2013,24434,1000,normal
2013,24440,1000,normal
2013,24526,1000,normal
2013,24576,1000,normal
2013,24585,1000,normal
2013,24598,1000,normal
2013,24620,1000,normal
2013,24670,1000,normal
2013,24814,1000,normal
2013,24836,1000,normal
2013,24851,1000,normal
2013,25061,1000,normal
2013,25065,1000,normal
2013,25203,1000,normal
2013,25226,1000,normal
2013,25292,1000,normal
2013,25304,1000,normal
2013,25330,1000,normal
2013,25458,1000,normal
2013,25459,1000,normal
2013,25579,1000,normal
2013,25726,1000,normal
2013,25754,1000,normal
2013,25755,1000,normal
2013,25761,1000,normal
2013,25794,1000,normal
2013,25815,1000,normal
2013,25825,1000,normal
2013,26009,1000,normal
2013,26070,1000,normal
2013,26111,1000,normal
2013,26121,1000,normal
2013,26123,1000,normal
2013,26310,1000,normal
2013,26336,1000,normal
2013,26352,1000,normal
2013,26397,1000,normal
2013,26447,1000,normal
2013,26593,1000,normal
2013,26646,1000,normal
2013,26652,1000,normal
2013,26747,1000,normal
2013,26882,1000,normal
2013,26972,1000,normal
2013,27020,1000,normal
2013,27159,1000,normal
2013,27217,1000,normal
2013,27331,1000,normal
2013,27437,1000,normal
2013,27448,1000,normal
2013,27564,1000,normal
2013,27645,1000,normal
2013,27660,1000,normal
2013,27669,1000,normal
2013,27670,1000,normal
2013,27797,1000,normal
2013,27854,1000,normal
2013,27917,1000,normal
2013,27966,1000,normal
2013,27968,1000,normal
2013,27984,1000,normal
2013,28049,1000,normal
2013,28054,1000,normal
2013,28081,1000,normal
2013,28126,1000,normal
2013,28143,1000,normal
2013,28159,1000,normal
2013,28174,1000,normal
2013,28227,1000,normal
2013,28288,1000,normal
2013,28438,1000,normal
2013,28450,1000,normal
2013,28461,1000,normal
2013,28515,1000,normal
2013,28671,1000,normal
2013,28675,1000,normal
2013,28746,1000,normal
2013,28753,1000,normal
2013,28811,1000,normal
2013,28823,1000,normal
2013,28845,1000,normal
2013,28969,1000,normal
2013,28989,1000,normal
2013,29200,1000,normal
2013,29218,1000,normal
2013,29245,1000,normal
2013,29286,1000,normal
2013,29486,1000,normal
2013,29491,1000,normal
2013,29542,1000,normal
2013,29663,1000,normal
2013,29672,1000,normal
2013,29687,1000,normal
2013,29716,1000,normal
2013,29750,1000,normal
2013,29808,1000,normal
2013,29958,1000,normal
2013,29968,1000,normal
2013,30065,1000,normal
2013,30105,1000,normal
2013,30173,1000,normal
2013,30203,1000,normal
2013,30235,1000,normal
2013,30498,1000,normal
2013,30512,1000,normal
2013,30549,1000,normal
2013,30633,1000,normal
2013,30774,1000,normal
2013,30841,1000,normal
2013,30921,1000,normal
2013,30999,1000,normal
2013,31044,1000,normal
2013,31051,1000,normal
2013,31245,1000,normal
2013,31326,1000,normal
2013,31344,1000,normal
2013,31413,1000,normal
2013,31512,1000,normal
2013,31589,1000,normal
2013,31684,1000,normal
2013,31789,1000,normal
2013,31796,1000,normal
2013,31878,1000,normal
2013,32158,1000,normal
2013,32166,1000,normal
2013,32172,1000,normal
2013,32222,1000,normal
2013,32280,1000,normal
2013,32351,1000,normal
2013,32361,1000,normal
2013,32389,1000,normal
2013,32448,1000,normal
2013,32453,1000,normal
2013,32454,1000,normal
2013,32521,1000,normal
2013,32547,1000,normal
2013,32584,1000,normal
2013,32599,1000,normal
2013,32710,1000,normal
2013,32769,1000,normal
2013,32793,1000,normal
2013,32809,1000,normal
2013,32894,1000,normal
2013,32936,1000,normal
2013,32976,1000,normal
2013,33013,1000,normal
2013,33051,1000,normal
2013,33068,1000,normal
2013,33141,1000,normal
2013,33242,1000,normal
2013,33589,1000,normal
2013,33792,1000,normal
2013,33803,1000,normal
2013,33816,1000,normal
2013,33903,1000,normal
2013,33912,1000,normal
2013,33980,1000,normal
2013,34123,1000,normal
2013,34144,1000,normal
2013,34147,1000,normal
2013,34154,1000,normal
2013,34190,1000,normal
2013,34300,1000,normal
2013,34333,1000,normal
2013,34351,1000,normal
2013,34442,1000,normal
2013,34583,1000,normal
2013,34629,1000,normal
2013,34675,1000,normal
2013,34699,1000,normal
2013,34810,1000,normal
2013,34919,1000,normal
2013,34984,1000,normal
2013,34988,1000,normal
2013,35011,1000,normal
2013,35049,1000,normal
2013,35057,1000,normal
2013,35157,1000,normal
2013,35253,1000,normal
2013,35328,1000,normal
2013,35457,1000,normal
2013,35483,1000,normal
2013,35584,1000,normal
2013,35623,1000,normal
2013,35669,1000,normal
2013,35673,1000,normal
2013,35805,1000,normal
2013,35806,1000,normal
2013,35913,1000,normal
2013,35919,1000,normal
2013,35948,1000,normal
2013,36043,1000,normal
2013,36044,1000,normal
2013,36140,1000,normal
2013,36173,1000,normal
2013,36180,1000,normal
2013,36204,1000,normal
2013,36221,1000,normal
2013,36222,1000,normal
2013,36261,1000,normal
2013,36307,1000,normal
2013,36311,1000,normal
2013,36387,1000,normal
2013,36428,1000,normal
2013,36453,1000,normal
2013,36469,1000,normal
2013,36494,1000,normal
2013,36514,1000,normal
2013,36527,1000,normal
2013,36636,1000,normal
2013,36656,1000,normal
2013,36665,1000,normal
2013,36820,1000,normal
2013,36851,1000,normal
2013,36905,1000,normal
2013,36914,1000,normal
2013,36939,1000,normal
2013,36962,1000,normal
2013,37105,1000,normal
2013,37122,1000,normal
2013,37135,1000,normal
2013,37158,1000,normal
2013,37161,1000,normal
2013,37232,1000,normal
2013,37335,1000,normal
2013,37405,1000,normal
2013,37458,1000,normal
2013,37497,1000,normal
2013,37502,1000,normal
2013,37692,1000,normal
2013,37745,1000,normal
2013,37763,1000,normal
2013,37789,1000,normal
2013,37881,1000,normal
2013,37929,1000,normal
2013,37945,1000,normal
2013,37987,1000,normal
2013,38165,1000,normal
2013,38280,1000,normal
2013,38332,1000,normal
2013,38416,1000,normal
2013,38419,1000,normal
2013,38441,1000,normal
2013,38459,1000,normal
2013,38621,1000,normal
2013,38708,1000,normal
2013,38783,1000,normal
2013,38806,1000,normal
2013,38854,1000,normal
2013,38865,1000,normal
2013,39154,1000,normal
2013,39167,1000,normal
2013,39197,1000,normal
2013,39430,1000,normal
2013,39433,1000,normal
2013,39462,1000,normal
2013,39579,1000,normal
2013,39630,1000,normal
2013,39713,1000,normal
2013,39778,1000,normal
2013,39848,1000,normal
2013,39873,1000,normal
2013,39910,1000,normal
2013,39977,1000,normal
2013,40014,1000,normal
2013,40043,1000,normal
2013,40082,1000,normal
2013,40099,1000,normal
2013,40126,1000,normal
2013,40165,1000,normal
2013,40197,1000,normal
2013,40248,1000,normal
2013,40385,1000,normal
2013,40387,1000,normal
2013,40419,1000,normal
2013,40429,1000,normal
2013,40463,1000,normal
2013,40508,1000,normal
2013,40589,1000,normal
2013,40628,1000,normal
2013,40653,1000,normal
2013,40700,1000,normal
2013,40729,1000,normal
2013,40780,1000,normal
2013,40814,1000,normal
2013,40835,1000,normal
2013,40945,1000,normal
2013,40962,1000,normal
2013,41007,1000,normal
2013,41008,1000,normal
2013,41059,1000,normal
2013,41098,1000,normal
2013,41103,1000,normal
2013,41131,1000,normal
2013,41162,1000,normal
2013,41190,1000,normal
2013,41231,1000,normal
2013,41265,1000,normal
2013,41277,1000,normal
2013,41319,1000,normal
2013,41394,1000,normal
2013,41420,1000,normal
2013,41517,1000,normal
2013,41536,1000,normal
2013,41556,1000,normal
2013,41557,1000,normal
2013,41571,1000,normal
2013,41628,1000,normal
2013,41639,1000,normal
2013,41776,1000,normal
2013,41821,1000,normal
2013,41825,1000,normal
2013,41845,1000,normal
2013,41850,1000,normal
2013,41876,1000,normal
2013,41895,1000,normal
2013,41904,1000,normal
2013,41922,1000,normal
2013,42001,1000,normal
2013,42011,1000,normal
2013,42034,1000,normal
2013,42138,1000,normal
2013,42175,1000,normal
2013,42193,1000,normal
2013,42221,1000,normal
2013,42295,1000,normal
2013,42318,1000,normal
2013,42353,1000,normal
2013,42394,1000,normal
2013,42406,1000,normal
2013,42461,1000,normal
2013,42487,1000,normal
2013,42538,1000,normal
2013,42566,1000,normal
2013,42596,1000,normal
2013,42706,1000,normal
2013,42753,1000,normal
2013,42766,1000,normal
2013,42801,1000,normal
2013,42812,1000,normal
2013,42830,1000,normal
2013,42848,1000,normal
2013,42863,1000,normal
2013,42956,1000,normal
2013,43008,1000,normal
2013,43055,1000,normal
2013,43200,1000,normal
2013,43290,1000,normal
2013,43300,1000,normal
2013,43303,1000,normal
2013,43315,1000,normal
2013,43356,1000,normal
2013,43381,1000,normal
2013,43398,1000,normal
2013,43455,1000,normal
2013,43467,1000,normal
2013,43478,1000,normal
2013,43542,1000,normal
2013,43589,1000,normal
2013,43630,1000,normal
2013,43645,1000,normal
2013,43651,1000,normal
2013,43658,1000,normal
2013,43665,1000,normal
2013,43765,1000,normal
2013,43852,1000,normal
2013,43869,1000,normal
2013,43883,1000,normal
2013,43939,1000,normal
2013,43940,1000,normal
2013,44085,1000,normal
2013,44338,1000,normal
2013,44347,1000,normal
2013,44512,1000,normal
2013,44690,1000,normal
2013,44758,1000,normal
2013,44760,1000,normal
2013,44778,1000,normal
2013,44848,1000,normal
2013,44949,1000,normal
2013,44950,1000,normal
2013,44962,1000,normal
2013,44983,1000,normal
2013,45048,1000,normal
2013,45187,1000,normal
2013,45245,1000,normal
2013,45309,1000,normal
2013,45361,1000,normal
2013,45382,1000,normal
2013,45443,1000,normal
2013,45456,1000,normal
2013,45550,1000,normal
2013,45555,1000,normal
2013,45558,1000,normal
2013,45587,1000,normal
2013,45672,1000,normal
2013,45673,1000,normal
2013,45734,1000,normal
2013,45889,1000,normal
2013,45986,1000,normal
2013,46012,1000,normal
2013,46057,1000,normal
2013,46062,1000,normal
2013,46063,1000,normal
2013,46090,1000,normal
2013,46102,1000,normal
2013,46115,1000,normal
2013,46182,1000,normal
2013,46199,1000,normal
2013,46211,1000,normal
2013,46338,1000,normal
2013,46541,1000,normal
2013,46577,1000,normal
2013,46657,1000,normal
2013,46705,1000,normal
2013,46846,1000,normal
2013,46980,1000,normal
2013,47160,1000,normal
2013,47294,1000,normal
2013,47298,1000,normal
2013,47327,1000,normal
2013,47340,1000,normal
2013,47470,1000,normal
2013,47588,1000,normal
2013,47628,1000,normal
2013,47765,1000,normal
2013,47837,1000,normal
2013,47871,1000,normal
2013,48030,1000,normal
2013,48040,1000,normal
2013,48087,1000,normal
2013,48163,1000,normal
2013,48175,1000,normal
2013,48309,1000,normal
2013,48328,1000,normal
2013,48384,1000,normal
2013,48496,1000,normal
2013,48615,1000,normal
2013,48723,1000,normal
2013,48749,1000,normal
2013,48589,60000,especial
2013,48808,1000,normal
2013,48898,1000,normal
2013,48952,1000,normal
2013,48991,1000,normal
2013,49006,1000,normal
2013,49011,1000,normal
2013,49120,1000,normal
2013,49241,1000,normal
2013,49286,1000,normal
2013,49372,1000,normal
2013,49485,1000,normal
2013,49656,1000,normal
2013,49660,1000,normal
2013,49669,1000,normal
2013,49751,1000,normal
2013,49759,1000,normal
2013,49816,1000,normal
2013,49818,1000,normal
2013,49826,1000,normal
2013,49973,1000,normal
2013,50132,1000,normal
2013,50224,1000,normal
2013,50245,1000,normal
2013,50316,1000,normal
2013,50366,1000,normal
2013,50411,1000,normal
2013,50418,1000,normal
2013,50452,1000,normal
2013,50458,1000,normal
2013,50479,1000,normal
2013,50531,1000,normal
2013,50663,1000,normal
2013,50674,1000,normal
2013,50752,1000,normal
2013,50918,1000,normal
2013,50948,1000,normal
2013,50952,1000,normal
2013,51051,1000,normal
2013,51257,1000,normal
2013,51265,1000,normal
2013,51301,1000,normal
2013,51412,1000,normal
2013,51430,1000,normal
2013,51470,1000,normal
2013,51557,1000,normal
2013,51588,1000,normal
2013,51614,1000,normal
2013,51626,1000,normal
2013,51660,1000,normal
2013,51691,1000,normal
2013,51716,1000,normal
2013,51815,1000,normal
2013,51932,1000,normal
2013,51936,1000,normal
2013,52003,1000,normal
2013,52026,1000,normal
2013,52086,1000,normal
2013,52187,1000,normal
2013,52291,1000,normal
2013,52349,1000,normal
2013,52365,1000,normal
2013,52405,1000,normal
2013,52419,1000,normal
2013,52420,1000,normal
2013,52489,1000,normal
2013,52494,1000,normal
2013,52533,1000,normal
2013,51689,500000,especial
2013,52559,1000,normal
2013,52583,1000,normal
2013,52628,1000,normal
2013,52669,1000,normal
2013,52700,1000,normal
2013,52747,1000,normal
2013,52770,1000,normal
2013,52906,1000,normal
2013,52910,1000,normal
2013,52932,1000,normal
2013,52989,1000,normal
2013,53011,1000,normal
2013,53028,1000,normal
2013,53037,1000,normal
2013,53061,1000,normal
2013,53172,1000,normal
2013,53244,1000,normal
2013,53248,1000,normal
2013,53371,1000,normal
2013,53413,1000,normal
2013,53422,1000,normal
2013,53561,1000,normal
2013,53569,1000,normal
2013,53592,1000,normal
2013,53613,1000,normal
2013,53632,1000,normal
2013,53874,1000,normal
2013,53936,1000,normal
2013,53954,1000,normal
2013,53968,1000,normal
2013,53985,1000,normal
2013,54001,1000,normal
2013,54004,1000,normal
2013,54083,1000,normal
2013,54166,1000,normal
2013,54217,1000,normal
2013,54304,1000,normal
2013,54349,1000,normal
2013,54388,1000,normal
2013,54461,1000,normal
2013,54511,1000,normal
2013,54619,1000,normal
2013,54643,1000,normal
2013,54706,1000,normal
2013,54725,1000,normal
2013,54752,1000,normal
2013,54855,1000,normal
2013,54918,1000,normal
2013,54957,1000,normal
2013,54962,1000,normal
2013,55071,1000,normal
2013,55084,1000,normal
2013,55102,1000,normal
2013,55117,1000,normal
2013,55119,1000,normal
2013,55166,1000,normal
2013,55188,1000,normal
2013,52754,60000,especial
2013,55194,1000,normal
2013,55241,1000,normal
2013,55250,1000,normal
2013,55317,1000,normal
2013,55351,1000,normal
2013,55439,1000,normal
2013,55444,1000,normal
2013,55446,1000,normal
2013,55486,1000,normal
2013,55536,1000,normal
2013,55564,1000,normal
2013,55569,1000,normal
2013,55726,1000,normal
2013,55761,1000,normal
2013,55812,1000,normal
2013,55819,1000,normal
2013,55934,1000,normal
2013,56030,1000,normal
2013,56061,1000,normal
2013,56089,1000,normal
2013,56095,1000,normal
2013,56174,1000,normal
2013,56233,1000,normal
2013,56610,1000,normal
2013,56636,1000,normal
2013,56675,1000,normal
2013,56697,1000,normal
2013,56723,1000,normal
2013,56777,1000,normal
2013,56807,1000,normal
2013,56853,1000,normal
2013,56934,1000,normal
2013,56978,1000,normal
2013,57103,1000,normal
2013,57198,1000,normal
2013,57316,1000,normal
2013,57332,1000,normal
2013,57657,1000,normal
2013,57704,1000,normal
2013,57867,1000,normal
2013,57997,1000,normal
2013,58002,1000,normal
2013,58038,1000,normal
2013,58086,1000,normal
2013,58099,1000,normal
2013,58101,1000,normal
2013,58216,1000,normal
2013,55695,60000,especial
2013,58220,1000,normal
2013,58363,1000,normal
2013,58458,1000,normal
2013,58527,1000,normal
2013,58550,1000,normal
2013,58600,1000,normal
2013,58639,1000,normal
2013,58778,1000,normal
2013,58817,1000,normal
2013,58826,1000,normal
2013,58828,1000,normal
2013,58863,1000,normal
2013,59137,1000,normal
2013,59294,1000,normal
2013,59311,1000,normal
2013,59357,1000,normal
2013,59380,1000,normal
2013,59389,1000,normal
2013,59429,1000,normal
2013,59434,1000,normal
2013,59461,1000,normal
2013,59479,1000,normal
2013,59485,1000,normal
2013,59502,1000,normal
2013,59508,1000,normal
2013,59586,1000,normal
2013,59657,1000,normal
2013,59896,1000,normal
2013,59898,1000,normal
2013,59982,1000,normal
2013,60053,1000,normal
2013,60160,1000,normal
2013,60300,1000,normal
2013,60382,1000,normal
2013,60421,1000,normal
2013,60489,1000,normal
2013,60494,1000,normal
2013,60506,1000,normal
2013,60512,1000,normal
2013,60549,1000,normal
2013,60550,1000,normal
2013,60618,1000,normal
2013,60656,1000,normal
2013,60824,1000,normal
2013,60969,1000,normal
2013,60994,1000,normal
2013,61011,1000,normal
2013,61087,1000,normal
2013,61365,1000,normal
2013,61394,1000,normal
2013,61454,1000,normal
2013,61484,1000,normal
2013,61555,1000,normal
2013,61668,1000,normal
2013,61689,1000,normal
2013,61696,1000,normal
2013,61763,1000,normal
2013,61861,1000,normal
2013,61926,1000,normal
2013,61937,1000,normal
2013,62010,1000,normal
2013,62095,1000,normal
2013,62245,1000,normal
2013,62262,1000,normal
2013,62246,4000000,especial
2013,62427,1000,normal
2013,62474,1000,normal
2013,62482,1000,normal
2013,62531,1000,normal
2013,62532,1000,normal
2013,62561,1000,normal
2013,62640,1000,normal
2013,62738,1000,normal
2013,62765,1000,normal
2013,62772,1000,normal
2013,62778,1000,normal
2013,62825,1000,normal
2013,62942,1000,normal
2013,62983,1000,normal
2013,62997,1000,normal
2013,63069,1000,normal
2013,63071,1000,normal
2013,63098,1000,normal
2013,63157,1000,normal
2013,63216,1000,normal
2013,63255,1000,normal
2013,63475,1000,normal
2013,63531,1000,normal
2013,63628,1000,normal
2013,63679,1000,normal
2013,63759,1000,normal
2013,63780,1000,normal
2013,63828,1000,normal
2013,63873,1000,normal
2013,63929,1000,normal
2013,63965,1000,normal
2013,63993,1000,normal
2013,63998,1000,normal
2013,64007,1000,normal
2013,64020,1000,normal
2013,64084,1000,normal
2013,64122,1000,normal
2013,64142,1000,normal
2013,64149,1000,normal
2013,64239,1000,normal
2013,64311,1000,normal
2013,64377,1000,normal
2013,64389,1000,normal
2013,64404,1000,normal
2013,64411,1000,normal
